gene	lof.pLI
ARHGEF37	2.6085e-04
ARHGEF38	4.6085e-07
ARHGEF39	1.2744e-07
ARHGEF4	7.9822e-03
ARHGEF40	5.5515e-04
ARHGEF5	9.9956e-01
ARHGEF6	9.9998e-01
ARHGEF7	9.9998e-01
ARHGEF9	9.9890e-01
ARID1A	1.0000e+00
ARID1B	1.0000e+00
ARID2	1.0000e+00
ARID3A	9.9892e-01
ARID3B	1.0000e+00
ARID3C	5.8113e-16
ARID4A	1.0000e+00
ARID4B	1.0000e+00
ARID5A	5.0042e-01
ARID5B	1.0000e+00
ARIH1	1.0000e+00
ARIH2	1.0000e+00
ARL1	7.4100e-01
ARL10	1.0466e-01
ARL11	3.3729e-01
ARL13A	2.5416e-02
ARL13B	5.5253e-04
ARL14	1.2164e-03
ARL14EP	8.9332e-02
ARL14EPL	4.1554e-04
ARL15	3.3792e-01
ARL16	4.1406e-06
ARL2	1.8902e-02
ARL2BP	2.6106e-02
ARL3	9.9002e-01
ARL4A	4.9024e-01
ARL4C	9.2316e-01
ARL4D	2.2051e-01
ARL5A	4.2518e-01
ARL5B	9.1123e-01
ARL5C	1.9104e-08
ARL6	5.3617e-02
ARL6IP1	7.3085e-01
ARL6IP4	2.1558e-05
ARL6IP5	3.1275e-01
ARL6IP6	2.2911e-02
ARL8A	9.9490e-01
ARL8B	6.6280e-01
ARL9	9.0286e-02
ARMC1	2.0432e-01
ARMC10	1.0547e-03
ARMC12	4.9972e-03
ARMC2	2.6618e-02
ARMC3	1.3215e-02
ARMC5	1.9076e-02
ARMC6	4.8962e-01
ARMC7	6.5493e-02
ARMC8	1.0000e+00
ARMC9	2.3398e-05
ARMCX1	7.2672e-02
ARMCX2	6.9249e-01
ARMCX3	4.5882e-01
ARMCX4	1.0000e+00
ARMCX5	3.3415e-02
ARMCX6	1.1709e-01
ARMH1	3.6900e-01
ARMH2	2.3881e-02
ARMH3	4.5507e-01
ARMH4	1.8566e-01
ARMS2	2.1961e-02
ARMT1	3.2267e-02
ARNT	1.0000e+00
ARNT2	9.5320e-01
ARNTL	1.0000e+00
ARNTL2	1.2517e-03
ARPC1A	1.0000e+00
ARPC1B	1.8181e-04
ARPC2	9.9983e-01
ARPC3	7.1033e-01
ARPC4	9.9819e-01
ARPC4-TTLL3	8.4121e-01
ARPC5	7.1772e-01
ARPC5L	9.5643e-01
ARPIN	9.6504e-03
ARPIN-AP3S2	1.2435e-07
ARPP19	1.8232e-01
ARPP21	9.1866e-01
ARR3	1.0401e-01
ARRB1	7.0225e-01
ARRB2	6.8954e-01
ARRDC1	2.3141e-06
ARRDC2	1.2923e-04
ARRDC3	9.9998e-01
ARRDC4	2.0951e-12
ARRDC5	5.1606e-02
ARSA	1.3678e-08
ARSB	4.0562e-08
ARSD	2.9818e-03
ARSF	3.1126e-14
ARSG	2.2047e-06
ARSH	7.3193e-08
ARSI	2.7622e-04
ARSJ	2.6717e-08
ARSK	1.3046e-02
ART1	1.2680e-11
ART3	1.9458e-01
ART4	1.5510e-01
ART5	4.3274e-07
ARTN	6.8108e-01
ARV1	1.5785e-06
ARVCF	2.7181e-08
ARX	9.0814e-01
AS3MT	3.6311e-14
ASAH1	1.2708e-02
ASAH2	6.0566e-01
ASAH2B	6.5778e-02
ASAP1	1.0000e+00
ASAP2	9.9981e-01
ASAP3	6.9509e-02
ASB1	3.7243e-04
ASB10	3.2820e-15
ASB11	2.5464e-06
ASB12	6.9764e-04
ASB13	4.3350e-14
ASB14	2.3498e-15
ASB15	8.2421e-02
ASB16	7.1608e-05
ASB17	4.1153e-09
ASB18	1.4098e-04
ASB2	1.8908e-03
ASB3	1.2924e-09
ASB4	9.0484e-10
ASB5	2.5141e-02
ASB6	6.1743e-06
ASB7	9.9998e-01
ASB8	1.3642e-01
ASB9	7.9053e-01
ASCC1	3.2150e-01
ASCC2	5.1595e-01
ASCC3	1.1582e-02
ASCL1	9.5254e-01
ASCL2	6.6005e-04
ASCL3	5.6623e-02
ASCL4	1.3299e-01
ASCL5	4.1734e-01
ASDURF	3.1998e-01
ASF1A	9.1591e-01
ASF1B	2.7480e-01
ASGR1	7.5021e-02
ASGR2	5.9111e-07
ASH1L	1.0000e+00
ASH2L	9.9845e-01
ASIC1	9.9823e-01
ASIC2	6.5603e-01
ASIC3	1.7134e-05
ASIC4	3.3359e-03
ASIC5	4.0149e-10
ASIP	1.7622e-05
ASL	6.4279e-03
ASMT	3.6435e-04
ASMTL	3.1277e-09
ASNS	3.4059e-01
ASNSD1	1.3385e-01
ASPA	8.0043e-01
ASPDH	8.0394e-02
ASPG	1.0087e-01
ASPH	6.0427e-01
ASPHD1	9.1334e-03
ASPHD2	9.1815e-01
ASPM	1.7012e-25
ASPN	3.8223e-04
ASPRV1	1.7333e-03
ASPSCR1	3.7570e-01
ASRGL1	2.1243e-01
ASS1	6.5223e-08
ASTE1	1.6888e-01
ASTL	3.1348e-05
ASTN1	1.0000e+00
ASTN2	9.9956e-01
ASXL1	9.9217e-01
ASXL2	1.0000e+00
ASXL3	1.0000e+00
ASZ1	9.8010e-04
ATAD1	9.9768e-01
ATAD2	1.0000e+00
ATAD2B	1.0000e+00
ATAD3A	1.9148e-03
ATAD3B	2.4335e-09
ATAD3C	8.1683e-06
ATAD5	1.0000e+00
ATAT1	5.1213e-05
ATCAY	8.4983e-02
ATE1	9.9395e-01
ATF1	9.0975e-01
ATF2	9.9985e-01
ATF3	1.0363e-01
ATF4	4.2738e-01
ATF5	7.2155e-02
ATF6	3.7922e-02
ATF6B	2.0290e-08
ATF7	9.9983e-01
ATF7IP	1.0000e+00
ATF7IP2	2.6295e-01
ATF7-NPFF	9.5204e-01
ATG10	4.1304e-01
ATG101	8.1099e-01
ATG12	8.6717e-05
ATG13	9.9951e-01
ATG14	2.2518e-04
ATG16L1	8.3949e-01
ATG16L2	2.4075e-02
ATG2A	1.7135e-04
ATG2B	4.4304e-09
ATG3	2.6486e-01
ATG4A	9.8953e-01
ATG4B	2.6572e-01
ATG4C	1.8204e-01
ATG4D	2.2443e-04
ATG5	3.1566e-01
ATG7	3.3072e-03
ATG9A	1.0000e+00
ATG9B	5.1774e-36
ATIC	8.5361e-07
ATL1	9.4949e-01
ATL2	6.5043e-01
ATL3	1.4077e-02
ATM	5.7409e-02
ATMIN	5.7004e-01
ATN1	1.0000e+00
ATOH1	1.7763e-01
ATOH7	1.4115e-04
ATOH8	1.3119e-01
ATOX1	5.5351e-01
ATP10A	1.1619e-02
ATP10B	3.7790e-07
ATP10D	9.9368e-04
ATP11A	9.9906e-01
ATP11B	9.6704e-01
ATP11C	9.9990e-01
ATP12A	1.4528e-19
ATP13A1	1.0532e-02
ATP13A2	1.2308e-01
ATP13A3	1.0000e+00
ATP13A4	1.1479e-04
ATP13A5	4.3198e-05
ATP1A1	1.0000e+00
ATP1A2	1.0843e-03
ATP1A3	1.0000e+00
ATP1A4	9.4098e-05
ATP1B1	1.0000e+00
ATP1B2	9.5338e-01
ATP1B3	7.8738e-01
ATP1B4	3.5587e-04
ATP23	2.2338e-02
ATP2A1	4.4891e-01
ATP2A2	1.0000e+00
ATP2A3	6.6932e-03
ATP2B1	1.0000e+00
ATP2B2	1.0000e+00
ATP2B3	9.9997e-01
ATP2B4	9.9989e-01
ATP2C1	9.9999e-01
ATP2C2	9.8644e-53
ATP4A	3.6773e-16
ATP4B	1.0807e-07
ATP5F1A	7.4910e-01
ATP5F1B	9.2507e-01
ATP5F1C	4.3178e-01
ATP5F1D	1.5493e-04
ATP5F1E	1.7108e-02
ATP5IF1	5.0748e-04
ATP5MC1	8.2123e-01
ATP5MC2	1.0309e-01
ATP5MC3	3.3133e-01
ATP5ME	2.9754e-04
ATP5MF	1.7143e-02
ATP5MF-PTCD1	2.0114e-18
ATP5MG	1.9659e-01
ATP5MGL	5.4918e-04
ATP5MJ	3.7077e-01
ATP5MK	8.9233e-02
ATP5PB	8.6535e-04
ATP5PD	7.6884e-03
ATP5PF	6.2778e-02
ATP5PO	4.2585e-02
ATP6AP1	9.9079e-01
ATP6AP2	9.1389e-01
ATP6V0A1	9.9980e-01
ATP6V0A2	6.8390e-01
ATP6V0A4	2.4217e-06
ATP6V0B	9.9875e-01
ATP6V0C	8.9840e-01
ATP6V0D1	9.8579e-01
ATP6V0D2	6.6491e-03
ATP6V0E1	4.3995e-01
ATP6V0E2	3.0944e-01
ATP6V1A	9.9998e-01
ATP6V1B1	1.9800e-02
ATP6V1B2	9.9838e-01
ATP6V1C1	5.7388e-09
ATP6V1C2	3.6207e-04
ATP6V1D	2.5147e-01
ATP6V1E1	1.1705e-02
ATP6V1E2	5.1296e-04
ATP6V1F	9.9582e-02
ATP6V1FNB	8.2872e-05
ATP6V1G1	1.4884e-04
ATP6V1G2	4.4777e-03
ATP6V1G3	5.0630e-02
ATP6V1H	1.2485e-01
ATP7A	9.9983e-01
ATP7B	2.5886e-23
ATP8A1	1.5694e-02
ATP8A2	5.7576e-06
ATP8B1	3.6436e-01
ATP8B2	3.2719e-04
ATP8B3	4.4250e-10
ATP8B4	1.6551e-01
ATP9A	9.9990e-01
ATP9B	7.1539e-01
ATPAF1	5.8245e-02
ATPAF2	4.6600e-04
ATPSCKMT	1.0697e-02
ATR	1.0170e-07
ATRAID	1.7250e-03
ATRIP	7.2458e-03
ATRN	1.0000e+00
ATRNL1	9.5363e-01
ATRX	1.0000e+00
ATXN1	1.0000e+00
ATXN10	4.9453e-01
ATXN1L	9.9997e-01
ATXN2	1.0000e+00
ATXN2L	1.0000e+00
ATXN3	9.3730e-01
ATXN7	1.0000e+00
ATXN7L1	1.0000e+00
ATXN7L2	9.9995e-01
ATXN7L3	1.0000e+00
ATXN7L3B	3.7074e-02
AUH	2.2282e-04
AUNIP	6.8423e-09
AUP1	2.1845e-05
AURKA	9.8493e-01
AURKAIP1	2.8058e-06
AURKB	1.3297e-01
AURKC	7.9194e-02
AUTS2	1.0000e+00
AVEN	3.8889e-07
AVIL	8.0629e-13
AVL9	8.3317e-01
AVP	3.3806e-05
AVPI1	5.7263e-03
AVPR1A	2.9073e-06
AVPR1B	3.9727e-08
AVPR2	5.5589e-01
AWAT1	2.6614e-04
AWAT2	1.8858e-01
AXDND1	2.5496e-01
AXIN1	9.9954e-01
AXIN2	9.9999e-01
AXL	7.3466e-04
AZGP1	2.7534e-02
AZI2	2.9198e-01
AZIN1	9.9991e-01
AZIN2	7.5438e-02
AZU1	5.7345e-04
B2M	9.6565e-01
B3GALNT1	4.0767e-01
B3GALNT2	3.9788e-08
B3GALT1	2.6023e-01
B3GALT2	7.1157e-01
B3GALT4	5.7155e-02
B3GALT5	3.1692e-01
B3GALT6	1.0207e-14
B3GAT1	1.1150e-01
B3GAT2	6.0455e-09
B3GAT3	2.7973e-01
B3GLCT	8.2213e-05
B3GNT2	2.6642e-01
B3GNT3	1.2777e-01
B3GNT4	3.9331e-02
B3GNT5	8.5844e-01
B3GNT6	1.5172e-01
B3GNT7	3.1629e-03
B3GNT8	4.1810e-02
B3GNT9	2.0063e-02
B3GNTL1	8.8183e-06
B4GALNT1	2.2229e-02
B4GALNT2	1.2327e-11
B4GALNT3	1.3657e-11
B4GALNT4	2.8964e-23
B4GALT1	5.8341e-02
B4GALT2	3.0268e-01
B4GALT3	6.8229e-05
B4GALT4	5.0753e-01
B4GALT5	9.9919e-01
B4GALT6	9.8820e-01
B4GALT7	1.8837e-01
B4GAT1	3.4385e-04
B9D1	3.9813e-01
B9D2	1.5942e-06
BAALC	8.8004e-02
BAAT	2.7837e-04
BABAM1	1.2413e-01
BABAM2	1.8391e-01
BACE1	9.8272e-01
BACE2	8.5662e-01
BACH1	4.1101e-01
BACH2	1.0000e+00
BAD	8.5012e-03
BAG1	7.0383e-02
BAG2	4.3512e-01
BAG3	9.1919e-01
BAG4	1.9411e-01
BAG5	4.1225e-07
BAG6	1.0000e+00
BAHCC1	1.3407e-02
BAHD1	9.9999e-01
BAIAP2	9.9996e-01
BAIAP2L1	1.0937e-03
BAIAP2L2	2.9815e-11
BAIAP3	3.9100e-11
BAK1	4.1881e-05
BAMBI	2.4233e-07
BANF1	9.8925e-01
BANF2	2.5373e-01
BANK1	1.0559e-14
BANP	1.0000e+00
BAP1	1.0000e+00
BARD1	1.1311e-02
BARHL1	9.9500e-01
BARHL2	6.1752e-01
BARX1	1.0022e-01
BARX2	2.8508e-01
BASP1	3.8066e-01
BATF	5.6243e-01
BATF2	1.9569e-01
BATF3	6.0847e-02
BAX	8.3364e-02
BAZ1A	1.0000e+00
BAZ1B	1.0000e+00
BAZ2A	1.0000e+00
BAZ2B	1.0000e+00
BBC3	5.1467e-02
BBIP1	1.2012e-01
BBLN	2.3779e-02
BBOF1	2.0973e-02
BBOX1	3.6974e-03
BBS1	6.2348e-01
BBS10	1.2094e-05
BBS12	3.2049e-01
BBS2	3.6959e-04
BBS4	9.2111e-05
BBS5	2.4981e-04
BBS7	6.8555e-02
BBS9	8.4246e-05
BBX	1.0000e+00
BCAM	3.1481e-09
BCAN	1.6510e-01
BCAP29	1.4995e-01
BCAP31	9.1265e-01
BCAR1	8.5985e-01
BCAR3	1.1762e-02
BCAS1	8.3234e-05
BCAS2	6.6861e-09
BCAS3	9.3678e-01
BCAS4	6.6094e-02
BCAT1	7.1377e-08
BCAT2	1.4943e-04
BCCIP	2.5747e-04
BCDIN3D	3.0311e-05
BCHE	4.3329e-06
BCKDHA	3.0908e-01
BCKDHB	5.4819e-07
BCKDK	9.3583e-01
BCL10	7.3230e-01
BCL11A	1.0000e+00
BCL11B	9.9584e-01
BCL2	9.9720e-01
BCL2A1	1.3057e-03
BCL2L1	9.9922e-01
BCL2L10	1.4058e-07
BCL2L11	9.3036e-03
BCL2L12	8.2028e-02
BCL2L13	6.2685e-01
BCL2L14	4.0033e-01
BCL2L15	1.1032e-03
BCL2L2	5.6719e-01
BCL2L2-PABPN1	9.9957e-01
BCL3	9.6563e-01
BCL6	1.0000e+00
BCL6B	7.3502e-01
BCL7A	2.8139e-01
BCL7B	4.8203e-02
BCL7C	9.3561e-01
BCL9	1.0000e+00
BCL9L	1.0000e+00
BCLAF1	1.0000e+00
BCO1	1.0135e-06
BCO2	8.9097e-04
BCOR	1.0000e+00
BCORL1	1.0000e+00
BCR	9.7316e-01
BCS1L	1.1254e-01
BDH1	4.5973e-02
BDH2	4.1296e-02
BDKRB1	1.9031e-01
BDKRB2	3.6110e-02
BDNF	9.9995e-01
BDP1	9.6693e-18
BEAN1	5.2197e-01
BECN1	1.0000e+00
BECN2	4.8460e-01
BEGAIN	3.8709e-04
BEND2	6.0811e-01
BEND3	1.0000e+00
BEND4	7.7027e-03
BEND5	3.3299e-01
BEND6	5.6564e-03
BEND7	2.8621e-01
BEST1	7.3785e-03
BEST2	3.0240e-02
BEST3	5.5558e-02
BEST4	8.3074e-11
BET1	9.2616e-03
BET1L	1.5032e-02
BEX1	5.4273e-01
BEX2	6.2681e-01
BEX4	6.7195e-01
BEX5	2.5394e-03
BFAR	6.3195e-04
BFSP1	2.1239e-06
BFSP2	1.5064e-08
BGLAP	9.9450e-07
BGN	4.5229e-01
BHLHA15	3.3702e-03
BHLHA9	1.2158e-01
BHLHB9	2.0250e-02
BHLHE22	5.6353e-03
BHLHE23	2.9337e-01
BHLHE40	1.0000e+00
BHLHE41	5.4716e-05
BHMT	8.4508e-06
BHMT2	1.7108e-02
BICC1	3.6705e-01
BICD1	9.9986e-01
BICD2	9.5127e-01
BICDL1	9.9994e-01
BICDL2	1.1677e-19
BICRA	1.7146e-01
BICRAL	1.0000e+00
BID	2.8782e-03
BIK	1.8282e-06
BIN1	4.8094e-04
BIN2	4.7673e-02
BIN3	3.4773e-04
BIRC2	9.9998e-01
BIRC3	8.1694e-01
BIRC5	2.6620e-01
BIRC6	1.0000e+00
BIRC7	7.2767e-04
BIVM	1.2149e-03
BIVM-ERCC5	3.9105e-14
BLCAP	7.1888e-01
BLID	1.6580e-01
BLK	1.2844e-13
BLM	2.1535e-11
BLMH	4.5157e-01
BLNK	9.4750e-01
BLOC1S1	8.5005e-01
BLOC1S2	2.0602e-01
BLOC1S3	1.5211e-01
BLOC1S4	7.3128e-03
BLOC1S5	1.7445e-07
BLOC1S6	5.1156e-01
BLVRA	2.1372e-02
BLVRB	1.5538e-09
BLZF1	4.4831e-01
BMERB1	1.5398e-01
BMF	4.1252e-01
BMI1	9.9987e-01
BMP1	2.7456e-02
BMP10	9.7913e-01
BMP15	1.8320e-04
BMP2	9.9999e-01
BMP2K	3.1254e-06
BMP3	2.2296e-04
BMP4	9.9998e-01
BMP5	2.9352e-01
BMP6	9.4191e-01
BMP7	9.5824e-01
BMP8A	3.1343e-01
BMP8B	3.4253e-02
BMPER	4.0165e-04
BMPR1A	1.0000e+00
BMPR1B	1.0000e+00
BMPR2	1.0000e+00
BMS1	9.5505e-01
BMT2	9.7648e-01
BMX	6.6730e-03
BNC1	1.0000e+00
BNC2	1.0000e+00
BNIP1	1.7850e-02
BNIP2	4.7640e-05
BNIP3	1.0936e-03
BNIP3L	4.6779e-01
BNIP5	2.3740e-12
BNIPL	1.1099e-01
BOC	3.4965e-01
BOD1	1.6673e-01
BOD1L1	1.0000e+00
BOD1L2	2.8212e-04
BOK	4.3168e-04
BOLA1	7.6061e-03
BOLA3	2.5583e-03
BOLL	3.1275e-01
BOP1	8.4744e-06
BORA	8.1079e-03
BORCS5	3.2606e-03
BORCS6	2.0819e-04
BORCS7	5.2313e-04
BORCS8	9.9856e-02
BORCS8-MEF2B	1.4356e-01
BPGM	3.1719e-01
BPHL	8.4016e-02
BPI	2.1934e-06
BPIFA1	1.1531e-08
BPIFA2	1.6242e-05
BPIFA3	3.5307e-11
BPIFB1	6.6502e-04
BPIFB2	4.8239e-10
BPIFB3	2.6676e-15
BPIFB4	3.1514e-18
BPIFB6	1.4818e-13
BPIFC	6.1034e-04
BPNT1	5.4099e-02
BPNT2	7.8729e-01
BPTF	1.0000e+00
BRAF	1.0000e+00
BRAP	2.2779e-01
BRAT1	1.4598e-06
BRCA1	2.2732e-01
BRCA2	5.4145e-02
BRCC3	6.8080e-01
BRD1	1.0000e+00
BRD2	1.0000e+00
BRD3	9.9997e-01
BRD4	1.0000e+00
BRD7	1.0000e+00
BRD8	1.0000e+00
BRD9	6.3746e-05
BRDT	4.3258e-01
BRF1	4.4860e-01
BRF2	4.4279e-02
BRI3	1.5323e-01
BRI3BP	9.4255e-02
BRICD5	2.7846e-07
BRINP1	1.0000e+00
BRINP2	9.9995e-01
BRINP3	1.0000e+00
BRIP1	8.2352e-03
BRIX1	7.9733e-01
BRK1	1.1523e-02
BRME1	7.4485e-01
BRMS1	1.0597e-04
BRMS1L	5.7766e-02
BROX	3.5785e-02
BRPF1	1.0000e+00
BRPF3	1.0000e+00
BRS3	9.4849e-01
BRSK1	1.0000e+00
BRSK2	1.0000e+00
BRWD1	9.9996e-01
BRWD3	1.0000e+00
BSCL2	9.5478e-02
BSDC1	2.6132e-01
BSG	4.3337e-03
BSN	1.0000e+00
BSND	6.5046e-04
BSPH1	1.0756e-05
BSPRY	1.0194e-07
BST1	4.9624e-07
BST2	1.3637e-02
BSX	7.0157e-04
BTAF1	1.0000e+00
BTBD1	3.5279e-08
BTBD10	7.8748e-01
BTBD11	1.0000e+00
BTBD16	1.2388e-13
BTBD17	6.6268e-10
BTBD18	9.3556e-01
BTBD19	7.0484e-02
BTBD2	8.5675e-01
BTBD3	9.4501e-01
BTBD6	3.7805e-06
BTBD7	9.9224e-01
BTBD8	2.2023e-07
BTBD9	6.8778e-03
BTC	1.6917e-01
BTD	1.3344e-01
BTF3	9.6241e-01
BTF3L4	4.7554e-01
BTG1	9.7585e-01
BTG2	5.0452e-03
BTG3	9.9961e-01
BTG4	4.4059e-01
BTK	9.9996e-01
BTLA	7.8338e-01
BTN1A1	5.7012e-08
BTN2A1	2.3400e-05
BTN2A2	3.1880e-02
BTN3A1	1.3025e-01
BTN3A2	3.8462e-02
BTN3A3	4.3670e-01
BTNL10	5.5328e-01
BTNL2	1.4133e-01
BTNL3	9.3969e-05
BTNL8	2.1563e-01
BTNL9	6.9367e-06
BTRC	1.1319e-02
BUB1	1.4566e-01
BUB1B	6.8459e-14
BUB1B-PAK6	2.9927e-05
BUB3	5.9594e-02
BUD13	9.7508e-08
BUD23	9.0108e-02
BUD31	1.4038e-01
BVES	7.7133e-06
BYSL	7.0132e-02
BZW1	1.0000e+00
BZW2	8.5235e-01
C10orf105	3.6416e-03
C10orf120	3.1370e-05
C10orf53	3.3978e-01
C10orf62	1.2121e-01
C10orf67	1.4835e-01
C10orf71	4.0090e-01
C10orf82	7.2119e-04
C10orf88	1.7357e-06
C10orf90	1.3806e-05
C10orf99	3.5021e-02
C11orf1	7.5563e-06
C11orf16	4.6984e-10
C11orf21	3.5181e-08
C11orf24	6.2160e-01
C11orf40	6.1119e-11
C11orf42	5.8628e-08
C11orf45	1.8870e-02
C11orf49	1.3738e-03
C11orf52	1.5206e-01
C11orf53	3.7124e-07
C11orf54	1.9482e-02
C11orf58	9.8028e-01
C11orf65	1.4615e-05
C11orf68	2.1895e-01
C11orf71	1.7232e-01
C11orf80	1.9066e-01
C11orf86	5.1000e-07
C11orf87	5.5667e-01
C11orf91	7.1161e-02
C11orf94	7.9752e-04
C11orf96	9.7301e-04
C11orf97	1.5714e-02
C11orf98	1.6975e-02
C12orf29	4.8215e-03
C12orf4	3.5915e-02
C12orf40	6.2640e-07
C12orf42	1.9648e-02
C12orf43	2.3502e-03
C12orf50	5.2079e-03
C12orf54	1.0561e-04
C12orf56	1.3217e-09
C12orf57	1.2708e-02
C12orf60	3.1611e-01
C12orf71	6.7974e-04
C12orf73	1.7036e-01
C12orf75	3.2606e-01
C12orf76	1.5428e-01
C14orf119	2.2735e-07
C14orf132	5.8487e-03
C14orf180	4.3054e-05
C14orf28	1.2972e-05
C14orf39	2.4027e-02
C14orf93	5.4976e-01
C15orf39	9.9966e-01
C15orf40	3.5903e-01
C15orf48	1.0852e-03
C15orf61	3.0734e-01
C15orf62	4.1591e-04
C15orf65	4.6325e-03
C16orf46	2.0004e-01
C16orf54	3.7681e-01
C16orf72	9.9214e-01
C16orf74	8.8460e-04
C16orf78	2.8737e-05
C16orf82	3.0211e-01
C16orf86	3.8418e-01
C16orf87	2.9188e-01
C16orf89	2.0409e-10
C16orf90	1.6503e-04
C16orf91	1.2158e-02
C16orf92	7.0806e-02
C16orf95	2.0034e-08
C16orf96	7.8716e-36
C17orf100	6.7348e-02
C17orf107	5.1277e-03
C17orf113	1.7545e-01
C17orf49	3.7215e-04
C17orf50	1.6681e-04
C17orf58	4.7441e-02
C17orf64	3.2961e-01
C17orf67	3.5482e-05
C17orf75	1.3225e-01
C17orf78	3.2642e-06
C17orf80	3.6150e-01
C17orf97	2.1003e-05
C17orf98	4.2492e-06
C17orf99	2.6745e-02
C18orf21	1.3226e-01
C18orf25	8.5526e-01
C18orf32	4.9032e-02
C18orf54	9.4470e-03
C18orf63	1.7335e-04
C19orf12	9.4874e-01
C19orf18	1.0063e-04
C19orf25	1.6150e-01
C19orf33	4.7252e-03
C19orf38	5.9914e-01
C19orf44	3.8312e-01
C19orf47	4.2161e-01
C19orf53	4.3701e-01
C19orf54	2.9571e-02
C19orf67	2.9947e-06
C19orf71	6.5675e-10
C19orf73	1.3524e-01
C19orf81	4.3725e-06
C19orf84	5.2520e-01
C1D	6.4648e-01
C1GALT1	9.0451e-01
C1GALT1C1	8.5158e-01
C1GALT1C1L	9.5167e-02
C1orf100	9.9154e-02
C1orf105	7.2357e-01
C1orf109	2.1349e-01
C1orf112	3.6687e-03
C1orf115	3.4924e-09
C1orf116	2.7727e-01
C1orf122	6.7709e-02
C1orf127	4.5421e-01
C1orf131	8.3769e-06
C1orf141	3.4226e-01
C1orf146	9.5718e-02
C1orf158	4.6573e-04
C1orf159	6.6493e-01
C1orf162	2.9309e-04
C1orf167	1.5097e-15
C1orf174	2.9395e-01
C1orf185	9.9734e-02
C1orf189	6.1678e-05
C1orf194	9.7381e-03
C1orf198	9.6019e-02
C1orf21	9.9714e-01
C1orf210	3.0195e-05
C1orf216	4.0978e-07
C1orf226	1.8283e-02
C1orf232	7.9903e-02
C1orf35	1.2497e-15
C1orf43	5.2331e-03
C1orf50	1.1672e-06
C1orf52	8.5995e-01
C1orf53	3.1488e-02
C1orf54	5.9439e-01
C1orf56	8.5305e-04
C1orf68	5.9064e-03
C1orf74	4.3755e-02
C1orf87	2.8166e-07
C1orf94	2.3216e-10
C1QA	5.9574e-02
C1QB	3.0021e-01
C1QBP	4.4008e-01
C1QC	5.3914e-02
C1QL1	1.6931e-06
C1QL2	6.1833e-05
C1QL3	5.3983e-01
C1QL4	2.6921e-01
C1QTNF1	3.6876e-05
C1QTNF12	9.9956e-14
C1QTNF2	6.7833e-06
C1QTNF3	3.7917e-05
C1QTNF4	1.2470e-02
C1QTNF5	4.3198e-01
C1QTNF6	4.4521e-03
C1QTNF7	5.5867e-03
C1QTNF8	6.0008e-13
C1QTNF9	1.0594e-01
C1QTNF9B	7.4334e-04
C1R	8.5504e-01
C1RL	6.2850e-02
C1S	1.4237e-02
C2	2.5915e-03
C20orf141	3.8037e-05
C20orf144	1.7994e-05
C20orf173	1.9236e-02
C20orf202	6.5753e-03
C20orf203	5.2064e-02
C20orf27	2.9155e-01
C20orf85	5.0892e-05
C20orf96	9.9443e-15
C21orf58	3.9327e-02
C21orf62	1.6501e-05
C21orf91	1.0154e-04
C22orf15	5.1223e-03
C22orf23	6.5400e-06
C22orf31	9.2231e-03
C22orf39	1.8037e-05
C22orf42	2.1743e-04
C2CD2	1.2098e-01
C2CD2L	9.9998e-01
C2CD3	1.2792e-01
C2CD4A	1.1908e-02
C2CD4C	9.8196e-03
C2CD4D	1.2119e-01
C2CD5	3.4301e-01
C2CD6	1.9667e-09
C2orf15	2.1616e-01
C2orf16	2.2659e-01
C2orf42	3.5165e-01
C2orf49	2.0940e-02
C2orf50	5.8558e-07
C2orf66	9.6268e-03
C2orf68	1.1907e-01
C2orf69	4.6700e-04
C2orf72	7.1010e-08
C2orf73	4.2918e-02
C2orf74	4.8257e-01
C2orf76	6.2866e-04
C2orf78	1.7157e-02
C2orf80	5.3121e-03
C2orf81	3.8200e-01
C2orf83	1.4803e-02
C2orf88	4.6389e-01
C3	9.8849e-01
C3AR1	3.1806e-01
C3orf14	2.3440e-01
C3orf18	2.9845e-01
C3orf20	4.2741e-13
C3orf22	2.2757e-02
C3orf33	3.7849e-05
C3orf38	7.3622e-02
C3orf52	2.6015e-02
C3orf56	1.1418e-01
C3orf62	4.0088e-05
C3orf70	3.6720e-05
C3orf80	1.4738e-04
C3orf84	8.3323e-05
C4A	1.0697e-01
C4B	9.9808e-01
C4BPA	1.4060e-02
C4BPB	1.0991e-04
C4orf17	3.4725e-05
C4orf19	2.8569e-01
C4orf3	2.7404e-02
C4orf33	8.8062e-02
C4orf36	3.2262e-02
C4orf45	7.1044e-09
C4orf46	3.0161e-03
C4orf47	3.3258e-03
C4orf48	8.4761e-03
C4orf50	6.6366e-14
C4orf51	2.1969e-03
C4orf54	5.9696e-18
C5	1.2273e-06
C5AR1	3.7999e-01
C5AR2	3.7458e-01
C5orf15	1.2975e-02
C5orf22	3.2852e-02
C5orf24	3.5894e-01
C5orf34	4.7442e-01
C5orf46	9.9554e-02
C5orf47	1.1578e-06
C5orf49	2.0153e-01
C5orf51	2.4186e-02
C5orf52	2.9506e-02
C5orf58	2.2909e-01
C5orf63	1.4036e-03
C6	2.9637e-01
C6orf118	1.4027e-08
C6orf120	4.8291e-01
C6orf132	1.2186e-01
C6orf136	1.3009e-02
C6orf141	3.1660e-01
C6orf15	1.1673e-03
C6orf163	4.1374e-03
C6orf201	3.0544e-03
